,,,,,0,1,2,3,4
1:10,2,20 - 60,power,3650,"(0.224, 0.074)","(0.281, 0.072)","(0.247, 0.073)","(0.179, 0.055)","(1.244, 0.086)"
1:10,2,60 - 70,power,3650,"(0.161, 0.105)","(0.274, 0.162)","(0.203, 0.127)","(0.131, 0.119)","(1.305, 0.039)"
1:10,2,0 - 20,power,3650,"(0.224, 0.079)","(0.398, 0.135)","(0.286, 0.1)","(0.181, 0.097)","(0.851, 0.007)"
1:10,2,70 - 100,power,3650,"(0.19, 0.051)","(0.286, 0.124)","(0.206, 0.045)","(0.155, 0.047)","(0.799, 0.012)"
1:10,3,0 - 100,power,3650,"(0.241, 0.048)","(0.212, 0.017)","(0.225, 0.03)","(0.118, 0.031)","(2.775, 0.05)"
1:10,3,20 - 70,power,3650,"(0.254, 0.081)","(0.375, 0.044)","(0.298, 0.065)","(0.206, 0.038)","(2.135, 0.209)"
1:10,3,20 - 60,power,3650,"(0.137, 0.1)","(0.15, 0.108)","(0.143, 0.104)","(0.086, 0.061)","(1.348, 0.038)"
1:10,3,60 - 70,power,3650,"(0.219, 0.021)","(0.359, 0.09)","(0.268, 0.037)","(0.196, 0.052)","(nan, nan)"
1:10,3,0 - 20,power,3650,"(0.25, 0.038)","(0.453, 0.125)","(0.321, 0.063)","(0.269, 0.052)","(0.83, 0.014)"
1:10,3,70 - 100,power,3650,"(0.182, 0.074)","(0.347, 0.148)","(0.238, 0.099)","(0.125, 0.086)","(0.804, 0.013)"
1:0,2,0 - 100,min-max,365,"(0.141, 0.141)","(0.111, 0.113)","(0.124, 0.126)","(0.077, 0.109)","(19454.13, 12406.274)"
1:0,2,20 - 70,min-max,365,"(0.033, 0.047)","(0.022, 0.031)","(0.027, 0.038)","(0.0, 0.0)","(9776.528, 996.331)"
1:0,2,20 - 60,min-max,365,"(0.333, 0.471)","(0.044, 0.063)","(0.078, 0.111)","(0.042, 0.059)","(123093.495, 10661.827)"
1:0,2,60 - 70,min-max,365,"(0.111, 0.157)","(0.024, 0.034)","(0.039, 0.055)","(0.039, 0.055)","(170.601, 14.366)"
1:0,2,0 - 20,min-max,365,"(0.167, 0.236)","(0.024, 0.034)","(0.042, 0.059)","(0.042, 0.059)","(3747.033, 1215.886)"
1:0,2,70 - 100,min-max,365,"(0.111, 0.157)","(0.024, 0.034)","(0.039, 0.055)","(0.039, 0.055)","(127645.34, 20948.262)"
1:0,3,0 - 100,min-max,365,"(0.283, 0.246)","(0.107, 0.079)","(0.153, 0.118)","(0.065, 0.047)","(38700.949, 20797.016)"
1:0,3,20 - 70,min-max,365,"(0.256, 0.103)","(0.15, 0.076)","(0.185, 0.089)","(0.081, 0.068)","(9864.396, 676.986)"
1:0,3,20 - 60,min-max,365,"(0.444, 0.416)","(0.09, 0.083)","(0.128, 0.102)","(0.102, 0.074)","(108995.099, 524.458)"
1:0,3,60 - 70,min-max,365,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(169.24, 2.157)"
1:0,3,0 - 20,min-max,365,"(0.056, 0.079)","(0.024, 0.034)","(0.033, 0.047)","(0.033, 0.047)","(3944.87, 433.657)"
1:0,3,70 - 100,min-max,365,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(89959.372, 15663.426)"
1:0.1,2,0 - 100,min-max,365,"(0.1, 0.141)","(0.067, 0.094)","(0.08, 0.113)","(0.056, 0.079)","(11.098, 0.411)"
1:0.1,2,20 - 70,min-max,365,"(0.176, 0.073)","(0.067, 0.0)","(0.092, 0.015)","(0.0, 0.0)","(7.412, 0.204)"
1:0.1,2,20 - 60,min-max,365,"(0.412, 0.416)","(0.092, 0.029)","(0.138, 0.069)","(0.101, 0.017)","(6.061, 0.466)"
1:0.1,2,60 - 70,min-max,365,"(0.186, 0.014)","(0.178, 0.083)","(0.168, 0.051)","(0.099, 0.072)","(3.372, 0.114)"
1:0.1,2,0 - 20,min-max,365,"(0.167, 0.136)","(0.09, 0.083)","(0.1, 0.075)","(0.081, 0.057)","(1.274, 0.133)"
1:0.1,2,70 - 100,min-max,365,"(0.228, 0.206)","(0.122, 0.125)","(0.117, 0.093)","(0.074, 0.054)","(0.877, 0.042)"
1:0.1,3,0 - 100,min-max,365,"(0.283, 0.154)","(0.148, 0.069)","(0.192, 0.094)","(0.084, 0.066)","(13.734, 5.539)"
1:0.1,3,20 - 70,min-max,365,"(0.283, 0.281)","(0.092, 0.065)","(0.127, 0.094)","(0.093, 0.068)","(7.848, 0.249)"
1:0.1,3,20 - 60,min-max,365,"(0.306, 0.039)","(0.092, 0.029)","(0.14, 0.036)","(0.11, 0.007)","(6.227, 0.303)"
1:0.1,3,60 - 70,min-max,365,"(0.048, 0.067)","(0.044, 0.063)","(0.046, 0.065)","(0.024, 0.034)","(3.453, 0.06)"
1:0.1,3,0 - 20,min-max,365,"(0.197, 0.063)","(0.143, 0.058)","(0.158, 0.059)","(0.158, 0.059)","(1.329, 0.071)"
1:0.1,3,70 - 100,min-max,365,"(0.167, 0.236)","(0.104, 0.147)","(0.128, 0.181)","(0.083, 0.118)","(0.968, 0.044)"
1:1,2,0 - 100,min-max,365,"(0.133, 0.103)","(0.14, 0.117)","(0.123, 0.087)","(0.095, 0.08)","(1.077, 0.18)"
1:1,2,20 - 70,min-max,365,"(0.394, 0.435)","(0.086, 0.061)","(0.128, 0.097)","(0.042, 0.059)","(3.472, 0.262)"
1:1,2,20 - 60,min-max,365,"(0.198, 0.176)","(0.095, 0.089)","(0.129, 0.118)","(0.129, 0.118)","(3.023, 0.114)"
1:1,2,60 - 70,min-max,365,"(0.083, 0.06)","(0.123, 0.096)","(0.098, 0.073)","(0.036, 0.027)","(1.858, 0.045)"
1:1,2,0 - 20,min-max,365,"(0.289, 0.233)","(0.243, 0.184)","(0.246, 0.174)","(0.192, 0.156)","(0.984, 0.086)"
1:1,2,70 - 100,min-max,365,"(0.227, 0.082)","(0.243, 0.154)","(0.228, 0.11)","(0.174, 0.064)","(0.967, 0.07)"
1:1,3,0 - 100,min-max,365,"(0.083, 0.118)","(0.067, 0.094)","(0.074, 0.105)","(0.051, 0.073)","(5.122, 0.968)"
1:1,3,20 - 70,min-max,365,"(0.097, 0.071)","(0.048, 0.034)","(0.064, 0.045)","(0.064, 0.045)","(3.139, 0.155)"
1:1,3,20 - 60,min-max,365,"(0.208, 0.212)","(0.07, 0.058)","(0.084, 0.06)","(0.044, 0.063)","(3.012, 0.128)"
1:1,3,60 - 70,min-max,365,"(0.156, 0.137)","(0.114, 0.084)","(0.129, 0.102)","(0.104, 0.075)","(1.809, 0.23)"
1:1,3,0 - 20,min-max,365,"(0.238, 0.068)","(0.181, 0.027)","(0.203, 0.037)","(0.157, 0.015)","(1.041, 0.208)"
1:1,3,70 - 100,min-max,365,"(0.157, 0.112)","(0.067, 0.054)","(0.091, 0.069)","(0.029, 0.041)","(0.923, 0.104)"
1:10,2,0 - 100,min-max,365,"(0.1, 0.141)","(0.067, 0.094)","(0.08, 0.113)","(0.056, 0.079)","(3.756, 0.383)"
1:10,2,20 - 70,min-max,365,"(0.34, 0.178)","(0.109, 0.056)","(0.154, 0.078)","(0.073, 0.053)","(2.813, 0.032)"
1:10,2,20 - 60,min-max,365,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(2.668, 0.051)"
1:10,2,60 - 70,min-max,365,"(0.159, 0.047)","(0.185, 0.042)","(0.159, 0.01)","(0.106, 0.076)","(1.545, 0.051)"
1:10,2,0 - 20,min-max,365,"(0.186, 0.153)","(0.162, 0.12)","(0.161, 0.115)","(0.135, 0.097)","(1.039, 0.048)"
1:10,2,70 - 100,min-max,365,"(0.185, 0.139)","(0.106, 0.106)","(0.115, 0.096)","(0.042, 0.059)","(1.069, 0.086)"
1:10,3,0 - 100,min-max,365,"(0.283, 0.165)","(0.089, 0.025)","(0.131, 0.05)","(0.065, 0.047)","(4.472, 1.045)"
1:10,3,20 - 70,min-max,365,"(0.125, 0.177)","(0.067, 0.094)","(0.087, 0.123)","(0.061, 0.086)","(2.848, 0.08)"
1:10,3,20 - 60,min-max,365,"(0.167, 0.236)","(0.022, 0.031)","(0.039, 0.055)","(0.0, 0.0)","(2.577, 0.142)"
1:10,3,60 - 70,min-max,365,"(0.067, 0.094)","(0.044, 0.063)","(0.053, 0.075)","(0.028, 0.039)","(1.582, 0.107)"
1:10,3,0 - 20,min-max,365,"(0.176, 0.086)","(0.16, 0.081)","(0.157, 0.059)","(0.141, 0.049)","(1.029, 0.048)"
1:10,3,70 - 100,min-max,365,"(0.058, 0.082)","(0.089, 0.126)","(0.07, 0.099)","(0.054, 0.076)","(1.014, 0.049)"
1:0,2,0 - 100,power,365,"(0.118, 0.037)","(0.116, 0.032)","(0.117, 0.034)","(0.094, 0.031)","(4750.568, 510.173)"
1:0,2,20 - 70,power,365,"(0.161, 0.043)","(0.119, 0.034)","(0.137, 0.038)","(0.137, 0.038)","(2086.124, 74.439)"
1:0,2,20 - 60,power,365,"(0.291, 0.044)","(0.292, 0.066)","(0.29, 0.054)","(0.256, 0.031)","(23818.576, 1862.643)"
1:0,2,60 - 70,power,365,"(0.125, 0.102)","(0.048, 0.034)","(0.067, 0.048)","(0.067, 0.048)","(193.681, 23.099)"
1:0,2,0 - 20,power,365,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(1993530.705, 1211609.89)"
1:0,2,70 - 100,power,365,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(309304.398, 76894.885)"
1:0,3,0 - 100,power,365,"(0.188, 0.064)","(0.16, 0.066)","(0.172, 0.065)","(0.123, 0.09)","(3715.037, 1182.134)"
1:0,3,20 - 70,power,365,"(0.289, 0.055)","(0.218, 0.035)","(0.248, 0.043)","(0.158, 0.068)","(2341.726, 419.678)"
1:0,3,20 - 60,power,365,"(0.172, 0.068)","(0.14, 0.058)","(0.154, 0.063)","(0.129, 0.072)","(23955.173, 1755.021)"
1:0,3,60 - 70,power,365,"(0.254, 0.183)","(0.119, 0.034)","(0.152, 0.064)","(0.152, 0.064)","(164.644, 11.249)"
1:0,3,0 - 20,power,365,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(6237915.382, 3404552.281)"
1:0,3,70 - 100,power,365,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(1354043.622, 864434.415)"
1:0.1,2,0 - 100,power,365,"(0.121, 0.058)","(0.174, 0.075)","(0.143, 0.066)","(0.092, 0.029)","(3.911, 0.193)"
1:0.1,2,20 - 70,power,365,"(0.161, 0.027)","(0.257, 0.021)","(0.195, 0.017)","(0.114, 0.05)","(3.055, 0.075)"
1:0.1,2,20 - 60,power,365,"(0.232, 0.043)","(0.408, 0.026)","(0.295, 0.04)","(0.204, 0.042)","(2.692, 0.458)"
1:0.1,2,60 - 70,power,365,"(0.236, 0.032)","(0.4, 0.077)","(0.297, 0.045)","(0.189, 0.06)","(1.31, 0.036)"
1:0.1,2,0 - 20,power,365,"(0.19, 0.057)","(0.381, 0.13)","(0.253, 0.078)","(0.168, 0.056)","(1.331, 0.176)"
1:0.1,2,70 - 100,power,365,"(0.217, 0.089)","(0.411, 0.125)","(0.282, 0.107)","(0.171, 0.104)","(1.161, 0.036)"
1:0.1,3,0 - 100,power,365,"(0.164, 0.095)","(0.263, 0.152)","(0.2, 0.117)","(0.15, 0.11)","(3.282, 0.083)"
1:0.1,3,20 - 70,power,365,"(0.233, 0.032)","(0.354, 0.059)","(0.281, 0.04)","(0.19, 0.043)","(2.777, 0.276)"
1:0.1,3,20 - 60,power,365,"(0.221, 0.023)","(0.435, 0.027)","(0.292, 0.024)","(0.24, 0.016)","(2.371, 0.094)"
1:0.1,3,60 - 70,power,365,"(0.195, 0.053)","(0.314, 0.096)","(0.24, 0.068)","(0.092, 0.031)","(1.422, 0.043)"
1:0.1,3,0 - 20,power,365,"(0.144, 0.031)","(0.281, 0.072)","(0.19, 0.042)","(0.136, 0.032)","(1.296, 0.147)"
1:0.1,3,70 - 100,power,365,"(0.224, 0.045)","(0.388, 0.073)","(0.284, 0.055)","(0.191, 0.071)","(1.219, 0.095)"
1:1,2,0 - 100,power,365,"(0.177, 0.055)","(0.217, 0.014)","(0.191, 0.038)","(0.114, 0.035)","(5.972, 2.216)"
1:1,2,20 - 70,power,365,"(0.149, 0.03)","(0.254, 0.04)","(0.188, 0.034)","(0.116, 0.033)","(3.874, 0.249)"
1:1,2,20 - 60,power,365,"(0.268, 0.064)","(0.44, 0.105)","(0.333, 0.079)","(0.267, 0.052)","(2.795, 0.416)"
1:1,2,60 - 70,power,365,"(0.171, 0.035)","(0.338, 0.116)","(0.226, 0.058)","(0.159, 0.075)","(1.921, 0.169)"
1:1,2,0 - 20,power,365,"(0.198, 0.061)","(0.404, 0.1)","(0.265, 0.074)","(0.18, 0.048)","(1.331, 0.204)"
1:1,2,70 - 100,power,365,"(0.18, 0.04)","(0.379, 0.065)","(0.244, 0.05)","(0.183, 0.019)","(1.167, 0.102)"
1:1,3,0 - 100,power,365,"(0.259, 0.083)","(0.313, 0.081)","(0.283, 0.083)","(0.2, 0.026)","(4.025, 0.657)"
1:1,3,20 - 70,power,365,"(0.228, 0.03)","(0.304, 0.028)","(0.26, 0.027)","(0.151, 0.036)","(3.193, 0.247)"
1:1,3,20 - 60,power,365,"(0.162, 0.06)","(0.256, 0.08)","(0.198, 0.069)","(0.137, 0.026)","(3.139, 0.156)"
1:1,3,60 - 70,power,365,"(0.191, 0.056)","(0.299, 0.112)","(0.232, 0.076)","(0.175, 0.054)","(1.872, 0.132)"
1:1,3,0 - 20,power,365,"(0.282, 0.035)","(0.544, 0.068)","(0.371, 0.045)","(0.294, 0.033)","(1.492, 0.246)"
1:1,3,70 - 100,power,365,"(0.226, 0.042)","(0.426, 0.073)","(0.296, 0.053)","(0.188, 0.04)","(1.077, 0.063)"
1:10,2,0 - 100,power,365,"(0.187, 0.06)","(0.3, 0.061)","(0.229, 0.064)","(0.17, 0.033)","(3.829, 0.693)"
1:10,2,20 - 70,power,365,"(0.186, 0.048)","(0.293, 0.058)","(0.228, 0.054)","(0.154, 0.003)","(3.362, 0.402)"
1:10,2,20 - 60,power,365,"(0.239, 0.019)","(0.501, 0.071)","(0.323, 0.032)","(0.274, 0.047)","(2.289, 0.126)"
1:10,2,60 - 70,power,365,"(0.225, 0.059)","(0.458, 0.122)","(0.302, 0.079)","(0.247, 0.057)","(1.485, 0.054)"
1:10,2,0 - 20,power,365,"(0.223, 0.061)","(0.428, 0.04)","(0.291, 0.06)","(0.203, 0.037)","(1.002, 0.031)"
1:10,2,70 - 100,power,365,"(0.221, 0.039)","(0.414, 0.058)","(0.287, 0.045)","(0.175, 0.063)","(1.035, 0.025)"
1:10,3,0 - 100,power,365,"(0.223, 0.041)","(0.281, 0.05)","(0.248, 0.043)","(0.179, 0.044)","(6.078, 3.795)"
1:10,3,20 - 70,power,365,"(0.199, 0.08)","(0.319, 0.131)","(0.245, 0.099)","(0.147, 0.066)","(5.361, 2.554)"
1:10,3,20 - 60,power,365,"(0.112, 0.067)","(0.213, 0.115)","(0.147, 0.085)","(0.107, 0.041)","(2.352, 0.025)"
1:10,3,60 - 70,power,365,"(0.195, 0.021)","(0.299, 0.035)","(0.235, 0.025)","(0.158, 0.041)","(nan, nan)"
1:10,3,0 - 20,power,365,"(0.216, 0.057)","(0.419, 0.121)","(0.285, 0.077)","(0.225, 0.067)","(0.973, 0.078)"
1:10,3,70 - 100,power,365,"(0.208, 0.04)","(0.437, 0.115)","(0.282, 0.061)","(0.232, 0.083)","(1.097, 0.071)"
