,,,,,0,1,2,3,4
1:1,3,0 - 20,power,3650,"(0.233, 0.009)","(0.5, 0.054)","(0.318, 0.018)","(0.269, 0.02)","(0.843, 0.002)"
1:1,3,70 - 100,power,3650,"(0.192, 0.002)","(0.396, 0.005)","(0.258, 0.003)","(0.184, 0.003)","(0.795, 0.0)"
1:10,2,0 - 100,power,3650,"(0.151, 0.005)","(0.138, 0.004)","(0.144, 0.004)","(0.123, 0.002)","(2.848, 0.071)"
1:10,2,20 - 70,power,3650,"(0.084, 0.011)","(0.086, 0.009)","(0.085, 0.01)","(0.043, 0.001)","(2.188, 0.1)"
1:10,2,20 - 60,power,3650,"(0.224, 0.008)","(0.281, 0.008)","(0.247, 0.008)","(0.179, 0.005)","(1.244, 0.011)"
1:10,2,60 - 70,power,3650,"(0.161, 0.016)","(0.274, 0.039)","(0.203, 0.024)","(0.131, 0.021)","(1.305, 0.002)"
1:10,2,0 - 20,power,3650,"(0.224, 0.009)","(0.398, 0.027)","(0.286, 0.015)","(0.181, 0.014)","(0.851, 0.0)"
1:10,2,70 - 100,power,3650,"(0.19, 0.004)","(0.286, 0.023)","(0.206, 0.003)","(0.155, 0.003)","(0.799, 0.0)"
1:10,3,0 - 100,power,3650,"(0.241, 0.003)","(0.212, 0.0)","(0.225, 0.001)","(0.118, 0.001)","(2.775, 0.004)"
1:10,3,20 - 70,power,3650,"(0.254, 0.01)","(0.375, 0.003)","(0.298, 0.006)","(0.206, 0.002)","(2.135, 0.066)"
1:10,3,20 - 60,power,3650,"(0.137, 0.015)","(0.15, 0.018)","(0.143, 0.016)","(0.086, 0.006)","(1.348, 0.002)"
1:10,3,60 - 70,power,3650,"(0.219, 0.001)","(0.359, 0.012)","(0.268, 0.002)","(0.196, 0.004)","(1.205, 0.015)"
1:10,3,0 - 20,power,3650,"(0.25, 0.002)","(0.453, 0.023)","(0.321, 0.006)","(0.269, 0.004)","(0.83, 0.0)"
1:10,3,70 - 100,power,3650,"(0.182, 0.008)","(0.347, 0.033)","(0.238, 0.015)","(0.125, 0.011)","(0.804, 0.0)"
1:0,2,0 - 100,min-max,365,"(0.141, 0.03)","(0.111, 0.019)","(0.124, 0.024)","(0.077, 0.018)","(19454.13, 230873446.179)"
1:0,2,20 - 70,min-max,365,"(0.033, 0.003)","(0.022, 0.001)","(0.027, 0.002)","(0.0, 0.0)","(9776.528, 1489011.963)"
1:0,2,20 - 60,min-max,365,"(0.333, 0.333)","(0.044, 0.006)","(0.078, 0.018)","(0.042, 0.005)","(123093.495, 170511829.159)"
1:0,2,60 - 70,min-max,365,"(0.111, 0.037)","(0.024, 0.002)","(0.039, 0.005)","(0.039, 0.005)","(170.601, 309.566)"
1:0,2,0 - 20,min-max,365,"(0.167, 0.083)","(0.024, 0.002)","(0.042, 0.005)","(0.042, 0.005)","(3747.033, 2217567.731)"
1:0,2,70 - 100,min-max,365,"(0.111, 0.037)","(0.024, 0.002)","(0.039, 0.005)","(0.039, 0.005)","(127645.34, 658244493.084)"
1:0,3,0 - 100,min-max,365,"(0.283, 0.091)","(0.107, 0.009)","(0.153, 0.021)","(0.065, 0.003)","(38700.949, 648773815.507)"
1:0,3,20 - 70,min-max,365,"(0.256, 0.016)","(0.15, 0.009)","(0.185, 0.012)","(0.081, 0.007)","(9864.396, 687464.535)"
1:0,3,20 - 60,min-max,365,"(0.444, 0.259)","(0.09, 0.01)","(0.128, 0.016)","(0.102, 0.008)","(108995.099, 412584.61)"
1:0,3,60 - 70,min-max,365,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(169.24, 6.976)"
1:0,3,0 - 20,min-max,365,"(0.056, 0.009)","(0.024, 0.002)","(0.033, 0.003)","(0.033, 0.003)","(3944.87, 282088.138)"
1:0,3,70 - 100,min-max,365,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(89959.372, 368014378.317)"
1:0.1,2,0 - 100,min-max,365,"(0.1, 0.03)","(0.067, 0.013)","(0.08, 0.019)","(0.056, 0.009)","(11.098, 0.253)"
1:0.1,2,20 - 70,min-max,365,"(0.176, 0.008)","(0.067, 0.0)","(0.092, 0.0)","(0.0, 0.0)","(7.412, 0.063)"
1:0.1,2,20 - 60,min-max,365,"(0.412, 0.259)","(0.092, 0.001)","(0.138, 0.007)","(0.101, 0.0)","(6.061, 0.326)"
1:0.1,2,60 - 70,min-max,365,"(0.186, 0.0)","(0.178, 0.01)","(0.168, 0.004)","(0.099, 0.008)","(3.372, 0.019)"
1:0.1,2,0 - 20,min-max,365,"(0.167, 0.028)","(0.09, 0.01)","(0.1, 0.009)","(0.081, 0.005)","(1.274, 0.026)"
1:0.1,2,70 - 100,min-max,365,"(0.228, 0.064)","(0.122, 0.024)","(0.117, 0.013)","(0.074, 0.004)","(0.877, 0.003)"
1:0.1,3,0 - 100,min-max,365,"(0.283, 0.035)","(0.148, 0.007)","(0.192, 0.013)","(0.084, 0.006)","(13.734, 46.023)"
1:0.1,3,20 - 70,min-max,365,"(0.283, 0.119)","(0.092, 0.006)","(0.127, 0.013)","(0.093, 0.007)","(7.848, 0.093)"
1:0.1,3,20 - 60,min-max,365,"(0.306, 0.002)","(0.092, 0.001)","(0.14, 0.002)","(0.11, 0.0)","(6.227, 0.137)"
1:0.1,3,60 - 70,min-max,365,"(0.048, 0.007)","(0.044, 0.006)","(0.046, 0.006)","(0.024, 0.002)","(3.453, 0.005)"
1:0.1,3,0 - 20,min-max,365,"(0.197, 0.006)","(0.143, 0.005)","(0.158, 0.005)","(0.158, 0.005)","(1.329, 0.008)"
1:0.1,3,70 - 100,min-max,365,"(0.167, 0.083)","(0.104, 0.033)","(0.128, 0.049)","(0.083, 0.021)","(0.968, 0.003)"
1:1,2,0 - 100,min-max,365,"(0.133, 0.016)","(0.14, 0.02)","(0.123, 0.011)","(0.095, 0.01)","(1.077, 0.048)"
1:1,2,20 - 70,min-max,365,"(0.394, 0.284)","(0.086, 0.006)","(0.128, 0.014)","(0.042, 0.005)","(3.472, 0.103)"
1:1,2,20 - 60,min-max,365,"(0.198, 0.047)","(0.095, 0.012)","(0.129, 0.021)","(0.129, 0.021)","(3.023, 0.02)"
1:1,2,60 - 70,min-max,365,"(0.083, 0.005)","(0.123, 0.014)","(0.098, 0.008)","(0.036, 0.001)","(1.858, 0.003)"
1:1,2,0 - 20,min-max,365,"(0.289, 0.082)","(0.243, 0.051)","(0.246, 0.045)","(0.192, 0.036)","(0.984, 0.011)"
1:1,2,70 - 100,min-max,365,"(0.227, 0.01)","(0.243, 0.035)","(0.228, 0.018)","(0.174, 0.006)","(0.967, 0.007)"
1:1,3,0 - 100,min-max,365,"(0.083, 0.021)","(0.067, 0.013)","(0.074, 0.016)","(0.051, 0.008)","(5.122, 1.406)"
1:1,3,20 - 70,min-max,365,"(0.097, 0.008)","(0.048, 0.002)","(0.064, 0.003)","(0.064, 0.003)","(3.139, 0.036)"
1:1,3,20 - 60,min-max,365,"(0.208, 0.068)","(0.07, 0.005)","(0.084, 0.005)","(0.044, 0.006)","(3.012, 0.024)"
1:1,3,60 - 70,min-max,365,"(0.156, 0.028)","(0.114, 0.011)","(0.129, 0.016)","(0.104, 0.008)","(1.809, 0.079)"
1:1,3,0 - 20,min-max,365,"(0.238, 0.007)","(0.181, 0.001)","(0.203, 0.002)","(0.157, 0.0)","(1.041, 0.065)"
1:1,3,70 - 100,min-max,365,"(0.157, 0.019)","(0.067, 0.004)","(0.091, 0.007)","(0.029, 0.003)","(0.923, 0.016)"
1:10,2,0 - 100,min-max,365,"(0.1, 0.03)","(0.067, 0.013)","(0.08, 0.019)","(0.056, 0.009)","(3.756, 0.22)"
1:10,2,20 - 70,min-max,365,"(0.34, 0.048)","(0.109, 0.005)","(0.154, 0.009)","(0.073, 0.004)","(2.813, 0.001)"
1:10,2,20 - 60,min-max,365,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(2.668, 0.004)"
1:10,2,60 - 70,min-max,365,"(0.159, 0.003)","(0.185, 0.003)","(0.159, 0.0)","(0.106, 0.009)","(1.545, 0.004)"
1:10,2,0 - 20,min-max,365,"(0.186, 0.035)","(0.162, 0.021)","(0.161, 0.02)","(0.135, 0.014)","(1.039, 0.003)"
1:10,2,70 - 100,min-max,365,"(0.185, 0.029)","(0.106, 0.017)","(0.115, 0.014)","(0.042, 0.005)","(1.069, 0.011)"
1:10,3,0 - 100,min-max,365,"(0.283, 0.041)","(0.089, 0.001)","(0.131, 0.004)","(0.065, 0.003)","(4.472, 1.638)"
1:10,3,20 - 70,min-max,365,"(0.125, 0.047)","(0.067, 0.013)","(0.087, 0.023)","(0.061, 0.011)","(2.848, 0.009)"
1:10,3,20 - 60,min-max,365,"(0.167, 0.083)","(0.022, 0.001)","(0.039, 0.005)","(0.0, 0.0)","(2.577, 0.03)"
1:10,3,60 - 70,min-max,365,"(0.067, 0.013)","(0.044, 0.006)","(0.053, 0.009)","(0.028, 0.002)","(1.582, 0.017)"
1:10,3,0 - 20,min-max,365,"(0.176, 0.011)","(0.16, 0.01)","(0.157, 0.005)","(0.141, 0.004)","(1.029, 0.004)"
1:10,3,70 - 100,min-max,365,"(0.058, 0.01)","(0.089, 0.024)","(0.07, 0.015)","(0.054, 0.009)","(1.014, 0.004)"
1:0,2,0 - 100,power,365,"(0.118, 0.002)","(0.116, 0.002)","(0.117, 0.002)","(0.094, 0.001)","(4750.568, 390414.183)"
1:0,2,20 - 70,power,365,"(0.161, 0.003)","(0.119, 0.002)","(0.137, 0.002)","(0.137, 0.002)","(2086.124, 8311.648)"
1:0,2,20 - 60,power,365,"(0.291, 0.003)","(0.292, 0.006)","(0.29, 0.004)","(0.256, 0.001)","(23818.576, 5204160.467)"
1:0,2,60 - 70,power,365,"(0.125, 0.016)","(0.048, 0.002)","(0.067, 0.004)","(0.067, 0.004)","(193.681, 800.36)"
1:0,2,0 - 20,power,365,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(1993530.705, 2201997787868.728)"
1:0,2,70 - 100,power,365,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(309304.398, 8869234966.583)"
1:0,3,0 - 100,power,365,"(0.188, 0.006)","(0.16, 0.007)","(0.172, 0.006)","(0.123, 0.012)","(3715.037, 2096159.557)"
1:0,3,20 - 70,power,365,"(0.289, 0.005)","(0.218, 0.002)","(0.248, 0.003)","(0.158, 0.007)","(2341.726, 264195.046)"
1:0,3,20 - 60,power,365,"(0.172, 0.007)","(0.14, 0.005)","(0.154, 0.006)","(0.129, 0.008)","(23955.173, 4620148.241)"
1:0,3,60 - 70,power,365,"(0.254, 0.05)","(0.119, 0.002)","(0.152, 0.006)","(0.152, 0.006)","(164.644, 189.801)"
1:0,3,0 - 20,power,365,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(6237915.382, 17386464350297.42)"
1:0,3,70 - 100,power,365,"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(1354043.622, 1120870286211.843)"
1:0.1,2,0 - 100,power,365,"(0.121, 0.005)","(0.174, 0.008)","(0.143, 0.007)","(0.092, 0.001)","(3.911, 0.056)"
1:0.1,2,20 - 70,power,365,"(0.161, 0.001)","(0.257, 0.001)","(0.195, 0.0)","(0.114, 0.004)","(3.055, 0.008)"
1:0.1,2,20 - 60,power,365,"(0.232, 0.003)","(0.408, 0.001)","(0.295, 0.002)","(0.204, 0.003)","(2.692, 0.315)"
1:0.1,2,60 - 70,power,365,"(0.236, 0.002)","(0.4, 0.009)","(0.297, 0.003)","(0.189, 0.005)","(1.31, 0.002)"
1:0.1,2,0 - 20,power,365,"(0.19, 0.005)","(0.381, 0.025)","(0.253, 0.009)","(0.168, 0.005)","(1.331, 0.046)"
1:0.1,2,70 - 100,power,365,"(0.217, 0.012)","(0.411, 0.024)","(0.282, 0.017)","(0.171, 0.016)","(1.161, 0.002)"
1:0.1,3,0 - 100,power,365,"(0.164, 0.014)","(0.263, 0.035)","(0.2, 0.021)","(0.15, 0.018)","(3.282, 0.01)"
1:0.1,3,20 - 70,power,365,"(0.233, 0.001)","(0.354, 0.005)","(0.281, 0.002)","(0.19, 0.003)","(2.777, 0.115)"
1:0.1,3,20 - 60,power,365,"(0.221, 0.001)","(0.435, 0.001)","(0.292, 0.001)","(0.24, 0.0)","(2.371, 0.013)"
1:0.1,3,60 - 70,power,365,"(0.195, 0.004)","(0.314, 0.014)","(0.24, 0.007)","(0.092, 0.001)","(1.422, 0.003)"
1:0.1,3,0 - 20,power,365,"(0.144, 0.001)","(0.281, 0.008)","(0.19, 0.003)","(0.136, 0.002)","(1.296, 0.033)"
1:0.1,3,70 - 100,power,365,"(0.224, 0.003)","(0.388, 0.008)","(0.284, 0.005)","(0.191, 0.008)","(1.219, 0.013)"
1:1,2,0 - 100,power,365,"(0.177, 0.005)","(0.217, 0.0)","(0.191, 0.002)","(0.114, 0.002)","(5.972, 7.363)"
1:1,2,20 - 70,power,365,"(0.149, 0.001)","(0.254, 0.002)","(0.188, 0.002)","(0.116, 0.002)","(3.874, 0.093)"
1:1,2,20 - 60,power,365,"(0.268, 0.006)","(0.44, 0.017)","(0.333, 0.009)","(0.267, 0.004)","(2.795, 0.26)"
1:1,2,60 - 70,power,365,"(0.171, 0.002)","(0.338, 0.02)","(0.226, 0.005)","(0.159, 0.009)","(1.921, 0.043)"
1:1,2,0 - 20,power,365,"(0.198, 0.006)","(0.404, 0.015)","(0.265, 0.008)","(0.18, 0.003)","(1.331, 0.062)"
1:1,2,70 - 100,power,365,"(0.18, 0.002)","(0.379, 0.006)","(0.244, 0.004)","(0.183, 0.001)","(1.167, 0.016)"
1:1,3,0 - 100,power,365,"(0.259, 0.01)","(0.313, 0.01)","(0.283, 0.01)","(0.2, 0.001)","(4.025, 0.648)"
1:1,3,20 - 70,power,365,"(0.228, 0.001)","(0.304, 0.001)","(0.26, 0.001)","(0.151, 0.002)","(3.193, 0.091)"
1:1,3,20 - 60,power,365,"(0.162, 0.005)","(0.256, 0.01)","(0.198, 0.007)","(0.137, 0.001)","(3.139, 0.036)"
1:1,3,60 - 70,power,365,"(0.191, 0.005)","(0.299, 0.019)","(0.232, 0.009)","(0.175, 0.004)","(1.872, 0.026)"
1:1,3,0 - 20,power,365,"(0.282, 0.002)","(0.544, 0.007)","(0.371, 0.003)","(0.294, 0.002)","(1.492, 0.091)"
1:1,3,70 - 100,power,365,"(0.226, 0.003)","(0.426, 0.008)","(0.296, 0.004)","(0.188, 0.002)","(1.077, 0.006)"
1:10,2,0 - 100,power,365,"(0.187, 0.005)","(0.3, 0.006)","(0.229, 0.006)","(0.17, 0.002)","(3.829, 0.72)"
1:10,2,20 - 70,power,365,"(0.186, 0.003)","(0.293, 0.005)","(0.228, 0.004)","(0.154, 0.0)","(3.362, 0.242)"
1:10,2,20 - 60,power,365,"(0.239, 0.001)","(0.501, 0.008)","(0.323, 0.002)","(0.274, 0.003)","(2.289, 0.024)"
1:10,2,60 - 70,power,365,"(0.225, 0.005)","(0.458, 0.022)","(0.302, 0.009)","(0.247, 0.005)","(1.485, 0.004)"
1:10,2,0 - 20,power,365,"(0.223, 0.006)","(0.428, 0.002)","(0.291, 0.005)","(0.203, 0.002)","(1.002, 0.001)"
1:10,2,70 - 100,power,365,"(0.221, 0.002)","(0.414, 0.005)","(0.287, 0.003)","(0.175, 0.006)","(1.035, 0.001)"
1:10,3,0 - 100,power,365,"(0.223, 0.003)","(0.281, 0.004)","(0.248, 0.003)","(0.179, 0.003)","(6.078, 21.601)"
1:10,3,20 - 70,power,365,"(0.199, 0.01)","(0.319, 0.026)","(0.245, 0.015)","(0.147, 0.006)","(5.361, 9.785)"
1:10,3,20 - 60,power,365,"(0.112, 0.007)","(0.213, 0.02)","(0.147, 0.011)","(0.107, 0.003)","(2.352, 0.001)"
1:10,3,60 - 70,power,365,"(0.195, 0.001)","(0.299, 0.002)","(0.235, 0.001)","(0.158, 0.003)","(1.507, 0.004)"
1:10,3,0 - 20,power,365,"(0.216, 0.005)","(0.419, 0.022)","(0.285, 0.009)","(0.225, 0.007)","(0.973, 0.009)"
1:10,3,70 - 100,power,365,"(0.208, 0.002)","(0.437, 0.02)","(0.282, 0.006)","(0.232, 0.01)","(1.097, 0.008)"
