Rs,Rj,Ra,Sj,Sa,Sb,Cj,Ca,Cb,Fc
6.2543452929,0.745184367,0.9999998795,4.857970833,138.6856377324,16.1335456361,0.0255820337,1.462372e-05,3.567202e-05,0.0
6.2545061695,0.7457856132,0.9999998854,4.8538056958,138.8165911757,16.0140366998,0.0223664294,1.386586e-05,3.416084e-05,0.0
6.2546556581,0.7463125348,0.9999998911,4.8501418868,138.9319770711,15.9086765204,0.0195534171,1.314727e-05,3.269584e-05,0.0
6.2547935149,0.7467741232,0.9999998965,4.8469208801,139.0335756023,15.8158586956,0.017093093,1.246592e-05,3.127771e-05,0.0
6.2549198354,0.7471783285,0.9999999016,4.8440906306,139.1229774249,15.7341454902,0.0149416192,1.181988e-05,2.990678e-05,0.0
6.2550349574,0.7475321692,0.9999999065,4.8416049218,139.2016010247,15.6622529013,0.0130605134,1.120732e-05,2.85831e-05,0.0
6.2551393849,0.7478418332,0.9999999112,4.8394227678,139.2707090698,15.5990364636,0.0114160165,1.062651e-05,2.730649e-05,0.0
6.2552337293,0.7481127695,0.9999999156,4.8375078669,139.3314236812,15.5434778948,0.0099785291,1.00758e-05,2.607656e-05,0.0
6.2553186648,0.7483497715,0.9999999198,4.8358281032,139.3847405889,15.4946726408,0.0087221121,9.553628e-06,2.489274e-05,0.0
6.2553948943,0.7485570518,0.9999999238,4.8343550946,139.4315421689,15.4518183464,0.0076240438,9.058518e-06,2.375432e-05,0.0
6.2554631246,0.7487383098,0.9999999277,4.8330637835,139.4726093834,15.4142042505,0.006664429,8.589066e-06,2.266048e-05,0.0
6.2555240485,0.748896792,0.9999999313,4.8319320678,139.5086326621,15.3812014859,0.0058258529,8.143944e-06,2.161026e-05,0.0
6.2555783321,0.7490353452,0.9999999348,4.8309404684,139.5402217756,15.3522542496,0.0050930767,7.72189e-06,2.060265e-05,0.0
6.2556266071,0.749156465,0.999999938,4.8300718314,139.5679147595,15.3268718003,0.0044527695,7.321709e-06,1.963658e-05,0.0
6.255669465,0.7492623375,0.9999999412,4.8293110609,139.5921859541,15.3046212312,0.0038932716,6.942266e-06,1.871089e-05,0.0
6.2557074553,0.7493548774,0.9999999441,4.8286448809,139.6134532245,15.2851209662,0.0034043875,6.582489e-06,1.782443e-05,0.0
6.2557410837,0.7494357606,0.999999947,4.8280616229,139.6320844281,15.2680349234,0.0029772036,6.241356e-06,1.697599e-05,0.0
6.2557708136,0.7495064538,0.9999999497,4.8275510364,139.6484031938,15.2530672909,0.0026039282,5.917902e-06,1.616435e-05,0.0
6.2557970667,0.7495682401,0.9999999522,4.8271041211,139.6626940745,15.2399578618,0.0022777511,5.611211e-06,1.538829e-05,0.0
6.255820225,0.7496222421,0.9999999546,4.8267129782,139.675207134,15.2284778772,0.001992721,5.320415e-06,1.464658e-05,0.0
6.2558406335,0.749669441,0.9999999569,4.826370678,139.686162021,15.2184263284,0.0017436374,5.044688e-06,1.393801e-05,0.0
6.2558586027,0.7497106951,0.9999999591,4.8260711436,139.6957515839,15.2096266729,0.0015259564,4.783251e-06,1.326135e-05,0.0
6.255874411,0.7497467546,0.9999999612,4.8258090476,139.7041450727,15.2019239232,0.0013357081,4.535363e-06,1.261541e-05,0.0
6.2558883073,0.749778275,0.9999999632,4.825579721,139.7114909721,15.1951820674,0.0011694244,4.300321e-06,1.199902e-05,0.0
6.255900514,0.7498058294,0.9999999651,4.825379073,139.7179195058,15.1892817894,0.0010240757,4.07746e-06,1.141101e-05,0.0
6.2559112291,0.7498299186,0.9999999668,4.8252035204,139.7235448465,15.1841184531,0.0008970154,3.866149e-06,1.085025e-05,0.0
6.2559206287,0.7498509801,0.9999999685,4.8250499253,139.7284670666,15.1796003242,0.0007859319,3.665788e-06,1.031565e-05,0.0
6.2559288692,0.7498693961,0.9999999701,4.8249155402,139.7327738569,15.1756470013,0.0006888059,3.475812e-06,9.806108e-06,0.0
6.255936089,0.7498855009,0.9999999717,4.8247979602,139.7365420399,15.1721880336,0.0006038739,3.29568e-06,9.320592e-06,0.0
6.255942411,0.749899586,0.9999999731,4.8246950801,139.7398389028,15.1691617038,0.0005295952,3.124884e-06,8.858079e-06,0.0
6.2559479434,0.7499119064,0.9999999745,4.8246050578,139.7427233688,15.166513957,0.0004646245,2.96294e-06,8.417583e-06,0.0
6.2559527823,0.7499226848,0.9999999758,4.8245262816,139.7452470276,15.1641974584,0.0004077867,2.809388e-06,7.998148e-06,0.0
6.2559570121,0.7499321158,0.999999977,4.8244573414,139.7474550404,15.1621707657,0.0003580552,2.663793e-06,7.598852e-06,0.0
6.2559607074,0.7499403691,0.9999999782,4.8243970035,139.749386935,15.160397601,0.0003145337,2.525744e-06,7.218802e-06,0.0
6.255963934,0.7499475934,0.9999999793,4.824344189,139.7510773038,15.1588462125,0.000276439,2.394849e-06,6.857139e-06,0.0
6.2559667496,0.7499539182,0.9999999804,4.8242979542,139.7525564158,15.1574888133,0.0002430873,2.270738e-06,6.513034e-06,0.0
6.2559692051,0.7499594568,0.9999999814,4.8242574739,139.7538507541,15.1563010895,0.0002138812,2.153059e-06,6.185691e-06,0.0
6.2559713453,0.7499643082,0.9999999824,4.8242220263,139.754983487,15.1552617688,0.0001882989,2.041478e-06,5.874342e-06,0.0
6.2559732094,0.7499685587,0.9999999833,4.8241909804,139.7559748808,15.1543522414,0.0001658846,1.93568e-06,5.578251e-06,0.0
6.255974832,0.7499722839,0.9999999841,4.8241637843,139.7568426618,15.153556229,0.0001462401,1.835365e-06,5.296711e-06,0.0
6.2559762433,0.7499755497,0.9999999849,4.8241399555,139.7576023336,15.1528594934,0.0001290176,1.740249e-06,5.029044e-06,0.0
6.25597747,0.7499784138,0.9999999857,4.8241190723,139.7582674547,15.1522495818,0.0001139133,1.650062e-06,4.774598e-06,0.0
6.2559785354,0.7499809266,0.9999999865,4.8241007659,139.7588498818,15.151715604,0.0001006616,1.564548e-06,4.53275e-06,0.0
6.2559794598,0.7499831319,0.9999999871,4.8240847137,139.7593599831,15.1512480366,8.903066e-05,1.483467e-06,4.302904e-06,0.0
6.2559802613,0.7499850683,0.9999999878,4.8240706338,139.7598068243,15.1508385521,7.881782e-05,1.406587e-06,4.084488e-06,0.0
6.2559809554,0.7499867693,0.9999999884,4.8240582798,139.7601983326,15.1504798688,6.984597e-05,1.333692e-06,3.876955e-06,0.0
6.2559815559,0.7499882643,0.999999989,4.8240474362,139.7605414388,15.15016562,6.196038e-05,1.264574e-06,3.679783e-06,0.0
6.2559820748,0.7499895789,0.9999999896,4.8240379145,139.7608422028,15.1498902389,5.502579e-05,1.199039e-06,3.492473e-06,0.0
6.2559825226,0.7499907356,0.9999999901,4.8240295502,139.7611059229,15.1496488585,4.892401e-05,1.1369e-06,3.314548e-06,0.0
6.2559829085,0.7499917539,0.9999999906,4.824022199,139.7613372315,15.1494372233,4.35517e-05,1.077981e-06,3.145551e-06,0.0
6.2559832405,0.749992651,0.9999999911,4.8240157351,139.7615401785,15.1492516131,3.881855e-05,1.022115e-06,2.985048e-06,0.0
6.2559835257,0.7499934419,0.9999999916,4.8240100484,139.7617183051,15.1490887749,3.464557e-05,9.691448e-07,2.832623e-06,0.0
6.2559837701,0.7499941397,0.999999992,4.8240050426,139.7618747072,15.148945865,3.096372e-05,9.189196e-07,2.687882e-06,0.0
6.2559839792,0.7499947558,0.9999999924,4.8240006333,139.762012092,15.1488203968,2.77126e-05,8.712973e-07,2.550446e-06,0.0
6.2559841576,0.7499953002,0.9999999928,4.8239967471,139.7621328263,15.1487101963,2.48394e-05,8.26143e-07,2.419956e-06,0.0
6.2559843093,0.7499957817,0.9999999932,4.8239933193,139.7622389799,15.1486133627,2.229789e-05,7.833288e-07,2.296067e-06,0.0
6.255984438,0.749996208,0.9999999935,4.8239902937,139.7623323628,15.1485282337,2.004765e-05,7.427334e-07,2.178454e-06,0.0
6.2559845468,0.7499965858,0.9999999939,4.823987621,139.7624145576,15.1484533559,1.805331e-05,7.042418e-07,2.066805e-06,0.0
6.2559846383,0.7499969209,0.9999999942,4.8239852579,139.7624869486,15.1483874584,1.628388e-05,6.67745e-07,1.960824e-06,0.0
6.2559847149,0.7499972186,0.9999999945,4.8239831668,139.7625507465,15.1483294295,1.471226e-05,6.331396e-07,1.860227e-06,0.0
6.2559847786,0.7499974832,0.9999999948,4.8239813145,139.7626070104,15.148278297,1.331469e-05,6.003276e-07,1.764747e-06,0.0
6.2559848312,0.7499977188,0.999999995,4.8239796721,139.7626566667,15.1482332106,1.207039e-05,5.692161e-07,1.674127e-06,0.0
6.2559848744,0.7499979288,0.9999999953,4.8239782143,139.7627005261,15.1481934263,1.096113e-05,5.397169e-07,1.588123e-06,0.0
6.2559849094,0.7499981162,0.9999999955,4.8239769189,139.7627392977,15.1481582933,9.970929e-06,5.117465e-07,1.506505e-06,0.0
6.2559849373,0.7499982838,0.9999999958,4.8239757665,139.7627736023,15.1481272421,9.085791e-06,4.852257e-07,1.429051e-06,0.0
6.2559849593,0.7499984337,0.999999996,4.8239747399,139.7628039833,15.1480997744,8.293432e-06,4.600792e-07,1.355552e-06,0.0
6.2559849762,0.7499985681,0.9999999962,4.8239738243,139.7628309163,15.1480754539,7.583077e-06,4.36236e-07,1.285809e-06,0.0
6.2559849887,0.7499986888,0.9999999964,4.8239730067,139.7628548177,15.1480538989,6.945266e-06,4.136284e-07,1.219632e-06,0.0
6.2559849976,0.7499987973,0.9999999966,4.8239722754,139.7628760522,15.1480347749,6.371693e-06,3.921924e-07,1.156841e-06,0.0
6.2559850033,0.749998895,0.9999999968,4.8239716204,139.7628949395,15.1480177893,5.85506e-06,3.718673e-07,1.097264e-06,0.0
6.2559850065,0.7499989831,0.9999999969,4.823971033,139.7629117595,15.1480026856,5.388953e-06,3.525956e-07,1.040739e-06,0.0
