Rs,Rj,Ra,Sj,Sa,Sb,Cj,Ca,Cb,Fc
-0.07535279307856954,-0.4138577950894674,0.04675318777042387,0.9877862122483627,-0.15187704507082778,1.0721418322972183,0.6191223585457325,0.21874102005032298,-0.5764425216289341,0.8359706039948261
-0.09827522290276673,-0.39700046600898564,0.07626832665681414,0.9734467925732393,-0.13419616665333828,1.0886750550716606,0.5976091450876133,0.18977934280328665,-0.5765966223742828,0.8502405551674735
-0.1212037788741081,-0.3797218527722216,0.10585044397316987,0.9580918859752775,-0.11625104188511806,1.1047493909810777,0.5754227923444726,0.16040825040957413,-0.5767317587931733,0.8644319483809395
-0.14413586845114815,-0.3620151552356915,0.13549409192605222,0.9417158546065881,-0.09803624267011087,1.120342061465986,0.5525629655044492,0.13062301839497686,-0.5768502058812596,0.8785459460768453
-0.1670690317948283,-0.34387316389396727,0.16519355108492356,0.9243131340691754,-0.0795462775882159,1.135428694523678,0.5290292659940351,0.10041901754766835,-0.5769539705816743,0.8925836829341187
-0.19000095193675637,-0.3252882044584436,0.194942717450674,0.9058782224963631,-0.06077557289549716,1.1499831800738418,0.5048211981317201,0.06979175755201421,-0.577044824067003,0.9065462667276295
-0.21292946628959517,-0.3062520971207395,0.2247350756801594,0.8864056673488573,-0.041718453649709615,1.1639775148489917,0.47993813269060454,0.03873693401515808,-0.5771243277287522,0.9204347792314195
-0.23585257933001286,-0.28675609449801187,0.25456371788388166,0.8658900502502226,-0.022369124337083462,1.1773816344044028,0.4543792673827421,0.007250484041037168,-0.5771938588033763,0.9342502770044299
-0.25876847647435114,-0.2667908234789762,0.28442122384296326,0.844325970123123,-0.0027216484067192517,1.1901632299219744,0.42814358333244357,-0.02467135056064868,-0.5772546308765723,0.9479937922769731
-0.28167553909152154,-0.2463462189235414,0.31429972424652397,0.8217080244152819,0.017230073637999152,1.2022875472254748,0.4012297978538666,-0.05703194909517927,-0.5773077136152623,0.961666333669295
-0.30457236073366944,-0.2254114417959876,0.34419073020592,0.798030788295856,0.03749232805774832,1.2137171656005772,0.3736363119720516,-0.08983422531526612,-0.5773540485157045,0.9752688869599792
-0.32745776475359745,-0.20397480522616868,0.37408519467367884,0.7732887919228171,0.058071613902834905,1.2244117534752124,0.34536115312285,-0.12308052506628002,-0.5773944650196915,0.9888024157451354
-0.35033082334817983,-0.18202367798092797,0.40397336835114,0.7474764946965988,0.07897467159923503,1.234327797837103,0.31640191202773243,-0.15677250761415082,-0.5774296930367406,1.002267862201797
-0.3731908784122771,-0.15954438181018404,0.4338447305895485,0.7205882571704328,0.10020851440234085,1.2434183038348796,0.2867556728630442,-0.19091100464316785,-0.5774603747605348,1.0156661477050608
-0.39603756419126707,-0.13652207600720048,0.46368798375311054,0.6926183089737421,0.12178046307115228,1.2516324604640134,0.25641893606671645,-0.22549585586786408,-0.5774870750652601,1.028998173420902
-0.4188708321064103,-0.11294062872467252,0.49349086666480385,0.6635607132669975,0.1436981841123861,1.258915267635067,0.2253875330617969,-0.26052571474374886,-0.5775102904411606,1.0422648209917333
-0.4416909779732901,-0.08878248034692818,0.5232401104462122,0.6334093263180619,0.1659697319489297,1.2652071193123982,0.19365653146339812,-0.2959978197128827,-0.5775304572996705,1.0554669530682979
-0.4644986719448518,-0.06402847116834964,0.5529212762783955,0.6021577520279583,0.18860359541930996,1.2704433363807714,0.161220130154609,-0.33190772551056474,-0.5775479589743696,1.068605413897491
-0.4872949913932927,-0.03865767369853469,0.5825186042201829,0.5697992904205424,0.21160874900744464,1.2745536421039443,0.12807154233224627,-0.3682489851833632,-0.5775631319714478,1.0816810298121606
-0.5100814570833573,-0.012647182560338657,0.612014891329731,0.5363268792506967,0.23499470922415516,1.2774615718072577,0.09420286562456881,-0.4050127749831945,-0.5775762717068987,1.0946946098285597
-0.5328600731070637,0.014028112854913071,0.6413912460993634,0.5017330275966513,0.25877159653776216,1.2790838071466561,0.05960493777638377,-0.44218745037782736,-0.5775876373340453,1.1076469461092016
-0.5556333703075903,0.0413957735854426,0.6706268865511672,0.46600972760436965,0.28295109935398377,1.2793278651968678,0.024267175825295063,-0.4797580216247577,-0.5775974559779853,1.1205388144084054
-0.5784044533130223,0.0694861050609468,0.699698862687982,0.42914841123609343,0.30754205246698146,1.278099072635749,-0.011822604619566484,-0.5177055572096214,-0.5776059268122365,1.1333709746134657
-0.6011770651068299,0.09833249966080651,0.7285817352933234,0.39113983892044407,0.3325595440586315,1.275283870677948,-0.04867837883830865,-0.5560063238187337,-0.5776132241856146,1.146144171142895
-0.6239556094257688,0.12797173538098422,0.7572472276204502,0.3519738861601062,0.35801593691706496,1.2707645344116982,-0.08631614361383101,-0.5946311260125531,-0.5776195007493721,1.1588591334040708
-0.6467452539447579,0.15844444649776468,0.7856638319558668,0.3116395856612125,0.38392551552136084,1.2644099673827616,-0.12475415137537427,-0.6335440964469837,-0.5776248901016431,1.171516576161077
-0.6695519704146555,0.18979553539105645,0.8137962440363746,0.270124891645881,0.410303671655353,1.2560758805527836,-0.16401317341927743,-0.6727015116142904,-0.577629509016201,1.18411720001154
-0.6923826049083639,0.22207467568546094,0.8416048000999041,0.22741653738387657,0.43716700522092633,1.245603177632342,-0.20411678372772954,-0.7120503357243099,-0.5776334595368351,1.1966616917255666
-0.7152449441053416,0.2553368509780356,0.8690448096122759,0.18349986177977712,0.4645334275005701,1.2328161165263103,-0.24509165932708532,-0.7515264913376601,-0.5776368307748098,1.2091507246452802
-0.7381477629415945,0.28964291606310105,0.8960657263319801,0.13835854298197514,0.49242226465362016,1.217520223089861,-0.28696789122363514,-0.7910528271169087,-0.5776397004846915,1.2215849589983407
-0.7611009429526653,0.3250602967531312,0.922610265012223,0.09197473086685401,0.520854328285267,1.1994999321234079,-0.3297792917340483,-0.830536720312954,-0.5776421364699189,1.2339650423205792
-0.7841153697505511,0.36166343722419125,0.9486132982383015,0.04432816565369391,0.5498520239534253,1.1785159123246338,-0.3735636723476582,-0.8698672881212852,-0.5776441977944556,1.2462916097571222
-0.8072030496843376,0.39953453370902825,0.974000679599376,-0.004603459467145148,0.5794393388166881,1.154302144893183,-0.4183630696930419,-0.9089122652949385,-0.5776459358875168,1.2585652843530801
